0.01 9.89022431085 5.56747571653 11.1349514331
0.02 9.89022431085 5.56747571653 11.1349514331
0.03 9.89022431085 5.56747571653 11.1349514331
0.04 9.89022431085 5.56747571653 11.1349514331
0.05 9.89022431085 5.56747571653 11.1349514331
0.06 9.89022431085 5.56747571653 11.1349514331
0.07 9.89022431085 5.56747571653 11.1349514331
0.08 9.89022431085 5.56747571653 11.1349514331
0.09 9.89022431085 5.56747571653 11.1349514331
0.1 9.89022431085 5.56747571653 11.1349514331
0.11 9.89022431085 5.56747571653 11.1349514331
0.12 9.89022431085 5.56747571653 11.1349514331
0.13 9.89022431085 5.56747571653 11.1349514331
0.14 9.89022431085 5.56747571653 11.1349514331
0.15 9.89022431085 5.56747571653 11.1349514331
0.16 9.89022431085 5.56747571653 11.1349514331
0.17 9.89022431085 5.56747571653 11.1349514331
0.18 9.89022431085 5.56747571653 11.1349514331
0.19 9.89022431085 5.56747571653 11.1349514331
0.2 9.89022431085 5.56747571653 11.1349514331
0.21 9.89022431085 5.56747571653 11.1349514331
0.22 9.89022431085 5.56747571653 11.1349514331
0.23 9.89022431085 5.56747571653 11.1349514331
0.24 9.89022431085 5.56747571653 11.1349514331
0.25 9.89022431085 5.56747571653 11.1349514331
0.26 9.89022431085 5.56747571653 11.1349514331
0.27 9.89022431085 5.56747571653 11.1349514331
0.28 9.89022431085 5.56747571653 11.1349514331
0.29 9.89022431085 5.56747571653 11.1349514331
0.3 9.89022431085 5.56747571653 11.1349514331
0.31 9.89022431085 5.56747571653 11.1349514331
0.32 9.89022431085 5.56747571653 11.1349514331
0.33 9.89022431085 5.56747571653 11.1349514331
0.34 9.89022431085 5.56747571653 11.1349514331
0.35 9.89022431085 5.56747571653 11.1349514331
0.36 9.89022431085 5.56747571653 11.1349514331
0.37 9.89022431085 5.56747571653 11.1349514331
0.38 9.89022431085 5.56747571653 11.1349514331
0.39 9.89022431085 5.56747571653 11.1349514331
0.4 9.89022431085 5.56747571653 11.1349514331
0.41 9.89022431085 5.56747571653 11.1349514331
0.42 9.89022431085 5.56747571653 11.1349514331
0.43 9.89022431085 5.56747571653 11.1349514331
